year,ind,series,value,ind_title,ind_2d
2023,5412OP,taxes,138.46153846153848,"Miscellaneous professional, scientific, and technical services",FALSE
2019,5415,coe,100,Computer systems design and related services,FALSE
2020,5415,coe,105.92041410546747,Computer systems design and related services,FALSE
2021,5415,coe,121.54642510514395,Computer systems design and related services,FALSE
2022,5415,coe,128.85797476544806,Computer systems design and related services,FALSE
2023,5415,coe,135.19896473633128,Computer systems design and related services,FALSE
2019,5415,gos,100,Computer systems design and related services,FALSE
2020,5415,gos,111.68831168831169,Computer systems design and related services,FALSE
2021,5415,gos,89.28571428571428,Computer systems design and related services,FALSE
2022,5415,gos,87.01298701298701,Computer systems design and related services,FALSE
2023,5415,gos,96.42857142857143,Computer systems design and related services,FALSE
2019,5415,taxes,100,Computer systems design and related services,FALSE
2020,5415,taxes,-35,Computer systems design and related services,FALSE
2021,5415,taxes,60,Computer systems design and related services,FALSE
2022,5415,taxes,150,Computer systems design and related services,FALSE
2023,5415,taxes,150,Computer systems design and related services,FALSE
2019,55,coe,100,Management of companies and enterprises,TRUE
2020,55,coe,99.88808058198099,Management of companies and enterprises,TRUE
2021,55,coe,110.07274762171238,Management of companies and enterprises,TRUE
2022,55,coe,119.55791829882486,Management of companies and enterprises,TRUE
2023,55,coe,124.28651371012872,Management of companies and enterprises,TRUE
2019,55,gos,100,Management of companies and enterprises,TRUE
2020,55,gos,101.31233595800525,Management of companies and enterprises,TRUE
2021,55,gos,103.6745406824147,Management of companies and enterprises,TRUE
2022,55,gos,113.38582677165354,Management of companies and enterprises,TRUE
2023,55,gos,121.25984251968504,Management of companies and enterprises,TRUE
2019,55,taxes,100,Management of companies and enterprises,TRUE
2020,55,taxes,83.00000000000001,Management of companies and enterprises,TRUE
2021,55,taxes,91.99999999999999,Management of companies and enterprises,TRUE
2022,55,taxes,121,Management of companies and enterprises,TRUE
2023,55,taxes,127,Management of companies and enterprises,TRUE
2019,56,coe,100,Administrative and waste management services,TRUE
2020,56,coe,99.26440539436045,Administrative and waste management services,TRUE
2021,56,coe,111.05435226808338,Administrative and waste management services,TRUE
2022,56,coe,125.29628116060485,Administrative and waste management services,TRUE
2023,56,coe,128.81078872088273,Administrative and waste management services,TRUE
2019,56,gos,100,Administrative and waste management services,TRUE
2020,56,gos,106.43985419198056,Administrative and waste management services,TRUE
2021,56,gos,117.31470230862698,Administrative and waste management services,TRUE
2022,56,gos,123.8760631834751,Administrative and waste management services,TRUE
2023,56,gos,142.77035236938033,Administrative and waste management services,TRUE
2019,56,taxes,100,Administrative and waste management services,TRUE
2020,56,taxes,-75.15527950310559,Administrative and waste management services,TRUE
2021,56,taxes,19.875776397515526,Administrative and waste management services,TRUE
2022,56,taxes,127.32919254658384,Administrative and waste management services,TRUE
2023,56,taxes,132.29813664596273,Administrative and waste management services,TRUE
2019,561,coe,100,Administrative and support services,FALSE
2020,561,coe,98.94551845342707,Administrative and support services,FALSE
2021,561,coe,111.07205623901582,Administrative and support services,FALSE
2022,561,coe,125.7469244288225,Administrative and support services,FALSE
2023,561,coe,128.47100175746922,Administrative and support services,FALSE
2019,561,gos,100,Administrative and support services,FALSE
2020,561,gos,105.20471894517696,Administrative and support services,FALSE
2021,561,gos,115.54476058292853,Administrative and support services,FALSE
2022,561,gos,122.06800832755032,Administrative and support services,FALSE
2023,561,gos,141.36016655100624,Administrative and support services,FALSE
2019,561,taxes,100,Administrative and support services,FALSE
2020,561,taxes,-116.80672268907563,Administrative and support services,FALSE
2021,561,taxes,-4.201680672268908,Administrative and support services,FALSE
2022,561,taxes,130.25210084033614,Administrative and support services,FALSE
2023,561,taxes,135.29411764705884,Administrative and support services,FALSE
2019,562,coe,100,Waste management and remediation services,FALSE
2020,562,coe,103.2069970845481,Waste management and remediation services,FALSE
2021,562,coe,110.20408163265306,Waste management and remediation services,FALSE
2022,562,coe,119.24198250728864,Waste management and remediation services,FALSE
2023,562,coe,132.9446064139942,Waste management and remediation services,FALSE
2019,562,gos,100,Waste management and remediation services,FALSE
2020,562,gos,115.1219512195122,Waste management and remediation services,FALSE
2021,562,gos,129.7560975609756,Waste management and remediation services,FALSE
2022,562,gos,136.58536585365854,Waste management and remediation services,FALSE
2023,562,gos,152.6829268292683,Waste management and remediation services,FALSE
2019,562,taxes,100,Waste management and remediation services,FALSE
2020,562,taxes,43.90243902439025,Waste management and remediation services,FALSE
2021,562,taxes,90.2439024390244,Waste management and remediation services,FALSE
2022,562,taxes,124.39024390243902,Waste management and remediation services,FALSE
2023,562,taxes,126.82926829268294,Waste management and remediation services,FALSE
2019,61,coe,100,Educational services,TRUE
2020,61,coe,100.93676814988291,Educational services,TRUE
2021,61,coe,106.69789227166277,Educational services,TRUE
2022,61,coe,112.36533957845434,Educational services,TRUE
2023,61,coe,118.36065573770492,Educational services,TRUE
2019,61,gos,100,Educational services,TRUE
2020,61,gos,73.97849462365592,Educational services,TRUE
2021,61,gos,81.07526881720432,Educational services,TRUE
2022,61,gos,86.23655913978494,Educational services,TRUE
2023,61,gos,99.78494623655914,Educational services,TRUE
2019,61,taxes,100,Educational services,TRUE
2020,61,taxes,54.36893203883495,Educational services,TRUE
2021,61,taxes,42.71844660194175,Educational services,TRUE
2022,61,taxes,117.4757281553398,Educational services,TRUE
2023,61,taxes,126.2135922330097,Educational services,TRUE
2019,62,coe,100,Health care and social assistance,TRUE
2020,62,coe,104.1281247611039,Health care and social assistance,TRUE
2021,62,coe,109.94572280406697,Health care and social assistance,TRUE
2022,62,coe,117.83502790306552,Health care and social assistance,TRUE
2023,62,coe,126.20594755752619,Health care and social assistance,TRUE
2019,62,gos,100,Health care and social assistance,TRUE
2020,62,gos,115.48721748795852,Health care and social assistance,TRUE
2021,62,gos,124.4535012967766,Health care and social assistance,TRUE
2022,62,gos,109.11448684698037,Health care and social assistance,TRUE
2023,62,gos,130.3816228232679,Health care and social assistance,TRUE
2019,62,taxes,100,Health care and social assistance,TRUE
2020,62,taxes,-164.9025069637883,Health care and social assistance,TRUE
2021,62,taxes,-110.86350974930362,Health care and social assistance,TRUE
2022,62,taxes,65.73816155988858,Health care and social assistance,TRUE
2023,62,taxes,100.55710306406685,Health care and social assistance,TRUE
2019,621,coe,100,Ambulatory health care services,FALSE
2020,621,coe,102.22405271828666,Ambulatory health care services,FALSE
2021,621,coe,111.54859967051071,Ambulatory health care services,FALSE
2022,621,coe,118.36902800658979,Ambulatory health care services,FALSE
2023,621,coe,126.12850082372323,Ambulatory health care services,FALSE
2019,621,gos,100,Ambulatory health care services,FALSE
2020,621,gos,118.86678722121759,Ambulatory health care services,FALSE
2021,621,gos,125.07534659433394,Ambulatory health care services,FALSE
2022,621,gos,109.76491862567812,Ambulatory health care services,FALSE
2023,621,gos,133.99638336347198,Ambulatory health care services,FALSE
2019,621,taxes,100,Ambulatory health care services,FALSE
2020,621,taxes,-524.5283018867925,Ambulatory health care services,FALSE
2021,621,taxes,-346.2264150943397,Ambulatory health care services,FALSE
2022,621,taxes,52.83018867924528,Ambulatory health care services,FALSE
2023,621,taxes,118.86792452830188,Ambulatory health care services,FALSE
2019,622,coe,100,Hospitals,FALSE
2020,622,coe,104.18713450292398,Hospitals,FALSE
2021,622,coe,107.88304093567251,Hospitals,FALSE
2022,622,coe,115.39181286549707,Hospitals,FALSE
2023,622,coe,122.80701754385964,Hospitals,FALSE
2019,622,gos,100,Hospitals,FALSE
2020,622,gos,108.35380835380835,Hospitals,FALSE
2021,622,gos,115.60196560196559,Hospitals,FALSE
2022,622,gos,105.89680589680589,Hospitals,FALSE
2023,622,gos,121.86732186732186,Hospitals,FALSE
2019,622,taxes,100,Hospitals,FALSE
2020,622,taxes,29.375,Hospitals,FALSE
2021,622,taxes,68.75,Hospitals,FALSE
2022,622,taxes,96.875,Hospitals,FALSE
2023,622,taxes,122.50000000000001,Hospitals,FALSE
2019,623,coe,100,Nursing and residential care facilities,FALSE
2020,623,coe,110.42253521126761,Nursing and residential care facilities,FALSE
2021,623,coe,106.69014084507042,Nursing and residential care facilities,FALSE
2022,623,coe,114.15492957746478,Nursing and residential care facilities,FALSE
2023,623,coe,123.45070422535211,Nursing and residential care facilities,FALSE
2019,623,gos,100,Nursing and residential care facilities,FALSE
2020,623,gos,111.34020618556701,Nursing and residential care facilities,FALSE
2021,623,gos,114.43298969072166,Nursing and residential care facilities,FALSE
2022,623,gos,104.1237113402062,Nursing and residential care facilities,FALSE
2023,623,gos,128.8659793814433,Nursing and residential care facilities,FALSE
2019,623,taxes,100,Nursing and residential care facilities,FALSE
2020,623,taxes,-44.927536231884055,Nursing and residential care facilities,FALSE
2021,623,taxes,14.492753623188404,Nursing and residential care facilities,FALSE
2022,623,taxes,110.14492753623188,Nursing and residential care facilities,FALSE
2023,623,taxes,126.08695652173911,Nursing and residential care facilities,FALSE
2019,624,coe,100,Social assistance,FALSE
2020,624,coe,105.84662110858011,Social assistance,FALSE
2021,624,coe,112.68033409263478,Social assistance,FALSE
2022,624,coe,127.18299164768415,Social assistance,FALSE
2023,624,coe,140.39483675018982,Social assistance,FALSE
2019,624,gos,100,Social assistance,FALSE
2020,624,gos,120.3125,Social assistance,FALSE
2021,624,gos,182.03125,Social assistance,FALSE
2022,624,gos,125.78125000000001,Social assistance,FALSE
2023,624,gos,139.84374999999997,Social assistance,FALSE
2019,624,taxes,100,Social assistance,FALSE
2020,624,taxes,-220.83333333333334,Social assistance,FALSE
2021,624,taxes,-629.1666666666667,Social assistance,FALSE
2022,624,taxes,-216.66666666666669,Social assistance,FALSE
2023,624,taxes,-200,Social assistance,FALSE
2019,71,coe,100,"Arts, entertainment, and recreation",TRUE
2020,71,coe,81.10047846889952,"Arts, entertainment, and recreation",TRUE
2021,71,coe,95.53429027113238,"Arts, entertainment, and recreation",TRUE
2022,71,coe,115.07177033492825,"Arts, entertainment, and recreation",TRUE
2023,71,coe,126.15629984051034,"Arts, entertainment, and recreation",TRUE
2019,71,gos,100,"Arts, entertainment, and recreation",TRUE
2020,71,gos,61.84971098265896,"Arts, entertainment, and recreation",TRUE
2021,71,gos,97.10982658959537,"Arts, entertainment, and recreation",TRUE
2022,71,gos,103.23699421965318,"Arts, entertainment, and recreation",TRUE
2023,71,gos,121.5028901734104,"Arts, entertainment, and recreation",TRUE
2019,71,taxes,100,"Arts, entertainment, and recreation",TRUE
2020,71,taxes,61.6600790513834,"Arts, entertainment, and recreation",TRUE
2021,71,taxes,41.10671936758893,"Arts, entertainment, and recreation",TRUE
2022,71,taxes,120.94861660079052,"Arts, entertainment, and recreation",TRUE
2023,71,taxes,144.2687747035573,"Arts, entertainment, and recreation",TRUE
2019,711AS,coe,100,"Performing arts, spectator sports, museums, and related activities",FALSE
2020,711AS,coe,81.0810810810811,"Performing arts, spectator sports, museums, and related activities",FALSE
2021,711AS,coe,92.1921921921922,"Performing arts, spectator sports, museums, and related activities",FALSE
2022,711AS,coe,113.81381381381382,"Performing arts, spectator sports, museums, and related activities",FALSE
2023,711AS,coe,123.42342342342343,"Performing arts, spectator sports, museums, and related activities",FALSE
2019,711AS,gos,100,"Performing arts, spectator sports, museums, and related activities",FALSE
2020,711AS,gos,64.16539050535988,"Performing arts, spectator sports, museums, and related activities",FALSE
2021,711AS,gos,95.55895865237366,"Performing arts, spectator sports, museums, and related activities",FALSE
2022,711AS,gos,103.21592649310875,"Performing arts, spectator sports, museums, and related activities",FALSE
2023,711AS,gos,120.9800918836141,"Performing arts, spectator sports, museums, and related activities",FALSE
2019,711AS,taxes,100,"Performing arts, spectator sports, museums, and related activities",FALSE
2020,711AS,taxes,50,"Performing arts, spectator sports, museums, and related activities",FALSE
2021,711AS,taxes,-66.27906976744187,"Performing arts, spectator sports, museums, and related activities",FALSE
2022,711AS,taxes,70.93023255813954,"Performing arts, spectator sports, museums, and related activities",FALSE
2023,711AS,taxes,116.27906976744187,"Performing arts, spectator sports, museums, and related activities",FALSE
2019,713,coe,100,"Amusements, gambling, and recreation industries",FALSE
2020,713,coe,81.29251700680273,"Amusements, gambling, and recreation industries",FALSE
2021,713,coe,99.31972789115646,"Amusements, gambling, and recreation industries",FALSE
2022,713,coe,116.32653061224492,"Amusements, gambling, and recreation industries",FALSE
2023,713,coe,129.08163265306123,"Amusements, gambling, and recreation industries",FALSE
2019,713,gos,100,"Amusements, gambling, and recreation industries",FALSE
2020,713,gos,54.716981132075475,"Amusements, gambling, and recreation industries",FALSE
2021,713,gos,101.88679245283019,"Amusements, gambling, and recreation industries",FALSE
2022,713,gos,103.77358490566039,"Amusements, gambling, and recreation industries",FALSE
2023,713,gos,123.11320754716982,"Amusements, gambling, and recreation industries",FALSE
2019,713,taxes,100,"Amusements, gambling, and recreation industries",FALSE
2020,713,taxes,68.0722891566265,"Amusements, gambling, and recreation industries",FALSE
2021,713,taxes,96.98795180722892,"Amusements, gambling, and recreation industries",FALSE
2022,713,taxes,147.59036144578312,"Amusements, gambling, and recreation industries",FALSE
2023,713,taxes,159.03614457831324,"Amusements, gambling, and recreation industries",FALSE
2019,72,coe,100,Accommodation and food services,TRUE
2020,72,coe,79.89143261741799,Accommodation and food services,TRUE
2021,72,coe,100.49563370309181,Accommodation and food services,TRUE
2022,72,coe,116.87514751003069,Accommodation and food services,TRUE
2023,72,coe,127.37786169459525,Accommodation and food services,TRUE
2019,72,gos,100,Accommodation and food services,TRUE
2020,72,gos,89.95790739627179,Accommodation and food services,TRUE
2021,72,gos,156.58448586891157,Accommodation and food services,TRUE
2022,72,gos,113.1689717378232,Accommodation and food services,TRUE
2023,72,gos,147.26398075766684,Accommodation and food services,TRUE
2019,72,taxes,100,Accommodation and food services,TRUE
2020,72,taxes,36.31578947368421,Accommodation and food services,TRUE
2021,72,taxes,6.526315789473684,Accommodation and food services,TRUE
2022,72,taxes,126.63157894736842,Accommodation and food services,TRUE
2023,72,taxes,133.78947368421052,Accommodation and food services,TRUE
2019,721,coe,100,Accommodation,FALSE
2020,721,coe,74.34210526315789,Accommodation,FALSE
2021,721,coe,86.9517543859649,Accommodation,FALSE
2022,721,coe,101.97368421052632,Accommodation,FALSE
2023,721,coe,112.17105263157895,Accommodation,FALSE
2019,721,gos,100,Accommodation,FALSE
2020,721,gos,54.62304409672831,Accommodation,FALSE
2021,721,gos,105.26315789473685,Accommodation,FALSE
2022,721,gos,119.34566145092461,Accommodation,FALSE
2023,721,gos,142.38975817923188,Accommodation,FALSE
2019,721,taxes,100,Accommodation,FALSE
2020,721,taxes,61.07784431137724,Accommodation,FALSE
2021,721,taxes,66.46706586826348,Accommodation,FALSE
2022,721,taxes,122.75449101796407,Accommodation,FALSE
2023,721,taxes,129.34131736526948,Accommodation,FALSE
2019,722,coe,100,Food services and drinking places,FALSE
2020,722,coe,81.41353383458646,Food services and drinking places,FALSE
2021,722,coe,104.21052631578948,Food services and drinking places,FALSE
2022,722,coe,120.9624060150376,Food services and drinking places,FALSE
2023,722,coe,131.57894736842104,Food services and drinking places,FALSE
2019,722,gos,100,Food services and drinking places,FALSE
2020,722,gos,115.71279916753383,Food services and drinking places,FALSE
2021,722,gos,193.9646201873049,Food services and drinking places,FALSE
2022,722,gos,108.5327783558793,Food services and drinking places,FALSE
2023,722,gos,150.78043704474507,Food services and drinking places,FALSE
2019,722,taxes,100,Food services and drinking places,FALSE
2020,722,taxes,22.88961038961039,Food services and drinking places,FALSE
2021,722,taxes,-25.974025974025974,Food services and drinking places,FALSE
2022,722,taxes,128.73376623376623,Food services and drinking places,FALSE
2023,722,taxes,136.2012987012987,Food services and drinking places,FALSE
2019,81,coe,100,"Other services, except government",TRUE
2020,81,coe,99.94070560332048,"Other services, except government",TRUE
2021,81,coe,104.77319893270085,"Other services, except government",TRUE
2022,81,coe,116.42454788022532,"Other services, except government",TRUE
2023,81,coe,121.96857396975986,"Other services, except government",TRUE
2019,81,gos,100,"Other services, except government",TRUE
2020,81,gos,97.63572679509632,"Other services, except government",TRUE
2021,81,gos,115.41155866900176,"Other services, except government",TRUE
2022,81,gos,108.58143607705779,"Other services, except government",TRUE
2023,81,gos,125.83187390542905,"Other services, except government",TRUE
2019,81,taxes,100,"Other services, except government",TRUE
2020,81,taxes,7.984790874524714,"Other services, except government",TRUE
2021,81,taxes,-1.9011406844106464,"Other services, except government",TRUE
2022,81,taxes,123.95437262357414,"Other services, except government",TRUE
2023,81,taxes,130.41825095057033,"Other services, except government",TRUE
2019,GG,coe,100,Government,TRUE
2020,GG,coe,103.34909757745392,Government,TRUE
2021,GG,coe,106.52929253933019,Government,TRUE
2022,GG,coe,109.68535855612393,Government,TRUE
2023,GG,coe,116.24843161856964,Government,TRUE
2019,GG,gos,100,Government,TRUE
2020,GG,gos,105.309885606966,Government,TRUE
2021,GG,gos,111.13197882875191,Government,TRUE
2022,GG,gos,123.90302202492742,Government,TRUE
2023,GG,gos,127.04456206248932,Government,TRUE
2019,GG,taxes,100,Government,TRUE
2020,GG,taxes,166.66666666666666,Government,TRUE
2021,GG,taxes,175.3623188405797,Government,TRUE
2022,GG,taxes,217.75362318840578,Government,TRUE
2023,GG,taxes,173.55072463768116,Government,TRUE
2019,GGF,coe,100,Federal,FALSE
2020,GGF,coe,105.13750954927426,Federal,FALSE
2021,GGF,coe,109.60656990068755,Federal,FALSE
2022,GGF,coe,113.46447669977081,Federal,FALSE
2023,GGF,coe,121.2566844919786,Federal,FALSE
2019,GGF,gos,100,Federal,FALSE
2020,GGF,gos,105.36309127248501,Federal,FALSE
2021,GGF,gos,111.89207195203198,Federal,FALSE
2022,GGF,gos,120.81945369753498,Federal,FALSE
2023,GGF,gos,125.01665556295804,Federal,FALSE
2019,GGF,taxes,100,Federal,FALSE
2020,GGF,taxes,109.23076923076923,Federal,FALSE
2021,GGF,taxes,149.23076923076923,Federal,FALSE
2022,GGF,taxes,183.07692307692307,Federal,FALSE
2023,GGF,taxes,176.92307692307693,Federal,FALSE
2019,GGS,coe,100,State and local,FALSE
2020,GGS,coe,102.7444143096991,State and local,FALSE
2021,GGS,coe,105.48237117396359,State and local,FALSE
2022,GGS,coe,108.40759395583108,State and local,FALSE
2023,GGS,coe,114.55508200955703,State and local,FALSE
2019,GGS,gos,100,State and local,FALSE
2020,GGS,gos,105.29081990189209,State and local,FALSE
2021,GGS,gos,110.406447091801,State and local,FALSE
2022,GGS,gos,127.18990889978978,State and local,FALSE
2023,GGS,gos,129.18710581639806,State and local,FALSE
2019,GGS,taxes,100,State and local,FALSE
2020,GGS,taxes,183.49056603773585,State and local,FALSE
2021,GGS,taxes,182.54716981132077,State and local,FALSE
2022,GGS,taxes,226.8867924528302,State and local,FALSE
2023,GGS,taxes,171.69811320754718,State and local,FALSE
