"","reference_area","ref_area","decade","var","contr_total","contr_unit_labor_cost","contr_unit_profit","contr_unit_tax","inflation_cpi","inflation_def"
"171","Japan","JPN","1990-1999","mean",NA,-0.197221759187965,NA,NA,0.412156852303948,-0.340242332113676
"172","Japan","JPN","1990-1999","sd",NA,0.860306297293521,NA,NA,0.916622706027592,0.711241312341191
"173","Japan","JPN","2000-2009","mean",NA,-0.47589727806771,NA,NA,-0.248891709366681,-1.0776748356146
"174","Japan","JPN","2000-2009","sd",NA,1.06940214236594,NA,NA,0.813931325052773,0.557018527562799
"175","Japan","JPN","2010-2019","mean",NA,0.0268011011115193,NA,NA,0.465908275879477,0.0143772577436706
"176","Japan","JPN","2010-2019","sd",NA,1.24700022856495,NA,NA,1.05381464872197,1.3193619350007
"177","Japan","JPN","2020-","mean",NA,0.426235114512142,NA,NA,-0.632087262452713,1.67273224578167
"178","Japan","JPN","2020-","sd",NA,1.13904062345267,NA,NA,0.142374809147944,1.91329249827332
"179","Japan","JPN",NA,"mean",NA,1.76923141480553,NA,NA,-0.0233879368409629,0.948217949972846
"180","Japan","JPN",NA,"sd",NA,2.13176935489788,NA,NA,0.665046597471104,0.522155658270637
"181","Latvia","LVA","1990-1999","mean",6.6692365755079,3.42346304393937,2.31370121551682,0.9320723160517,8.30643129300901,6.23598955742628
"182","Latvia","LVA","1990-1999","sd",4.98190186875367,4.25981056490476,2.49608633725076,1.49967580590347,6.25963582838599,4.87100670445706
"183","Latvia","LVA","2000-2009","mean",7.02233954333312,3.62321162669856,2.97111794957789,0.42800996705666,5.8653629352717,6.69767467867674
"184","Latvia","LVA","2000-2009","sd",6.7832698744445,5.5309217279706,1.9624974432908,0.974674456330477,4.41560287230863,6.75144373793493
"185","Latvia","LVA","2010-2019","mean",2.56378325099305,1.43677104139177,0.418648241306456,0.708363968294824,1.47653579716457,2.2787720757692
"186","Latvia","LVA","2010-2019","sd",1.71100761120304,2.32806541387989,2.40237828548719,0.661418777529085,1.84424878487823,1.9393734712767
"187","Latvia","LVA","2020-","mean",6.5390772181216,4.16065999717663,1.52909235051235,0.849324870432626,8.65034456574441,5.73248311398871
"188","Latvia","LVA","2020-","sd",3.78656034179304,3.71889733030657,3.93850720387374,2.13277011531362,8.13581516705255,4.24643930681474
"189","Latvia","LVA",NA,"mean",2.27072711085631,2.07947961031088,0.72381670733835,-0.53256920679292,0.226172397715829,2.19104348463198
"190","Latvia","LVA",NA,"sd",1.77848282406826,1.50674113740097,1.27747634141396,0.727739918183546,1.17219100462303,1.7885444042715
"191","Lithuania","LTU","1990-1999","mean",8.69474584609761,4.66541736874266,2.41658329730449,1.61274518005047,9.94215047252566,8.21166113991282
"192","Lithuania","LTU","1990-1999","sd",8.59921765567391,2.86711273898255,5.58320218653808,2.22723208584663,10.0612845581098,8.60556825205822
"193","Lithuania","LTU","2000-2009","mean",3.44675569795738,1.64183912563815,1.72880168796729,0.0761148843519287,3.02522868524731,3.2235799613647
"194","Lithuania","LTU","2000-2009","sd",4.7592606634034,3.07794044462922,2.61468338020798,0.95906616084517,3.57231660329,4.78937903040572
"195","Lithuania","LTU","2010-2019","mean",2.45387001785821,1.16281246524957,0.991171757050634,0.299885795558007,1.84832011735449,2.29972635459811
"196","Lithuania","LTU","2010-2019","sd",2.28380869152924,1.4861008057116,2.44494360709937,0.62689607557827,1.66071157791852,2.28864882852642
"197","Lithuania","LTU","2020-","mean",10.076973763406,5.18181053586641,3.00322107400742,1.89194215353213,9.71607762143503,9.36674427659836
"198","Lithuania","LTU","2020-","sd",5.50779882730845,1.83709480115995,4.64231704915513,2.4154346010522,8.35506912458101,5.3801080706353
"199","Lithuania","LTU",NA,"mean",2.39959087247866,2.48184776643104,1.11907139432717,-1.20132828827955,1.20529482523607,2.01413819445038
"200","Lithuania","LTU",NA,"sd",0.266785720269319,1.5411528757307,1.45989790243616,0.27927632734171,0.88668678188977,0.286383933936789
"201","Luxembourg","LUX","1990-1999","mean",2.8050392025598,0.674648350714376,1.49580348955021,0.634587362295215,1.1338040829136,2.35913613205854
"202","Luxembourg","LUX","1990-1999","sd",4.73562188704104,1.9354842796414,5.07512434189494,0.564472036488314,0.47021575442401,4.54813301827661
"203","Luxembourg","LUX","2000-2009","mean",3.5473848703269,1.84808977700126,1.39403410331133,0.30526099001431,2.34109781262758,3.28974058982647
"204","Luxembourg","LUX","2000-2009","sd",2.57143060836106,1.74348019851639,3.05898616829945,0.755380440760873,0.89594976499404,2.46939191581235
"205","Luxembourg","LUX","2010-2019","mean",2.45151874508916,1.25525064245099,0.927281751680935,0.268986350957237,1.64821712935683,2.2436241250673
