reference_area,ref_area,time,labor_compensation,operating_surplus_mixed_income,taxes_minus_subsidies,gdp
Canada,CAN,2014-04-01,248486,195922,52693,497101
Canada,CAN,2014-07-01,251565,198577,53306,503448
Canada,CAN,2014-10-01,252702,197382,53402,503486
Canada,CAN,2015-01-01,255427,186349,54299,496075
Canada,CAN,2015-04-01,257047,183702,55481,496230
Canada,CAN,2015-07-01,257462,186902,55852,500216
Canada,CAN,2015-10-01,257776,183579,56565,497920
Canada,CAN,2016-01-01,254918,187725,56962,499605
Canada,CAN,2016-04-01,255322,187892,57324,500538
Canada,CAN,2016-07-01,256368,194738,57749,508855
Canada,CAN,2016-10-01,258555,200072,57910,516537
Canada,CAN,2017-01-01,262111,205215,59655,526981
Canada,CAN,2017-04-01,264759,206112,61635,532506
Canada,CAN,2017-07-01,269934,203696,61811,535441
Canada,CAN,2017-10-01,273961,209376,62376,545713
Canada,CAN,2018-01-01,278402,210422,62936,551760
Canada,CAN,2018-04-01,280384,216643,62994,560021
Canada,CAN,2018-07-01,282466,218754,63522,564742
Canada,CAN,2018-10-01,285616,211350,62186,559152
Canada,CAN,2019-01-01,287459,216218,63553,567230
Canada,CAN,2019-04-01,291425,222418,64327,578170
Canada,CAN,2019-07-01,295792,220915,63911,580618
Canada,CAN,2019-10-01,299978,224703,62864,587545
Canada,CAN,2020-01-01,296225,218812,56967,572004
Canada,CAN,2020-04-01,271652,209915,22416,503983
Canada,CAN,2020-07-01,292280,231680,37661,561621
Canada,CAN,2020-10-01,300630,235543,46746,582919
Canada,CAN,2021-01-01,307367,249754,48005,605126
Canada,CAN,2021-04-01,311531,254504,50678,616713
Canada,CAN,2021-07-01,321564,252663,61224,635451
Canada,CAN,2021-10-01,328537,264656,66640,659833
Canada,CAN,2022-01-01,338793,274128,68725,681646
Canada,CAN,2022-04-01,345018,290897,74621,710536
Canada,CAN,2022-07-01,348636,292500,70082,711218
Canada,CAN,2022-10-01,352708,285736,71445,709889
Canada,CAN,2023-01-01,359972,275607,74757,710336
Canada,CAN,2023-04-01,367746,271839,76894,716479
Canada,CAN,2023-07-01,372660,280050,74507,727217
Canada,CAN,2023-10-01,376228,287565,74315,738108
Canada,CAN,2024-01-01,381308,279400,77947,738655
Canada,CAN,2024-04-01,387171,286437,77738,751346
Croatia,HRV,1995-01-01,1711.3,1611.3,685,3962
Croatia,HRV,1995-04-01,1745.6,1490.4,687.3,3914.8
Croatia,HRV,1995-07-01,1789.4,1272.3,703.5,3742.9
Croatia,HRV,1995-10-01,1845.4,1538.8,729.2,4124.8
Croatia,HRV,1996-01-01,1907.9,1531.8,715.7,4138.1
Croatia,HRV,1996-04-01,1981.5,1554.2,724.5,4252.7
Croatia,HRV,1996-07-01,2052.2,1576.9,741.8,4374.7
Croatia,HRV,1996-10-01,2123.6,1632.7,764.9,4536.1
Croatia,HRV,1997-01-01,2203.8,1706.1,788.8,4678.5
Croatia,HRV,1997-04-01,2278.8,1768.2,804.3,4840.7
Croatia,HRV,1997-07-01,2363.4,1779.8,829.4,4983.7
Croatia,HRV,1997-10-01,2456,1805.3,853.1,5131.4
Croatia,HRV,1998-01-01,2540.2,1819.8,965.4,5315.8
Croatia,HRV,1998-04-01,2626.7,1833.8,951.9,5407.2
Croatia,HRV,1998-07-01,2689.4,1831.1,956.7,5469.8
Croatia,HRV,1998-10-01,2743.1,1808.3,970.6,5539.3
Croatia,HRV,1999-01-01,2782.8,1781.7,946.3,5519.8
Croatia,HRV,1999-04-01,2812.8,1794.6,970.8,5570.9
Croatia,HRV,1999-07-01,2828.1,1792.1,966.4,5573.5
Croatia,HRV,1999-10-01,2914.4,1776.5,945.6,5653.2
Croatia,HRV,2000-01-01,2975.6,1743.2,1055.6,5802.8
Croatia,HRV,2000-04-01,3000.4,1863.3,1067.2,5928.4
Croatia,HRV,2000-07-01,3074.2,1956.7,1051.4,6079.6
Croatia,HRV,2000-10-01,3102.2,1990.9,1043.7,6140.9
Croatia,HRV,2001-01-01,3160.8,2019.4,1066.4,6249.9
Croatia,HRV,2001-04-01,3027.8,2347.8,1103.2,6451.6
Croatia,HRV,2001-07-01,3065.9,2184.8,1156.5,6449.7
Croatia,HRV,2001-10-01,3143.3,2333.5,1141.8,6597.6
Croatia,HRV,2002-01-01,3238.8,2455.9,1199.1,6850.1
Croatia,HRV,2002-04-01,3338.7,2350.4,1249.4,6946.2
Croatia,HRV,2002-07-01,3460.9,2376.5,1308.4,7159
Croatia,HRV,2002-10-01,3729.1,2387.7,1202.1,7314.6
Croatia,HRV,2003-01-01,3660.2,2622.6,1277.2,7532.4
Croatia,HRV,2003-04-01,3792.7,2562.4,1337.2,7717.7
Croatia,HRV,2003-07-01,3887,2647,1357.1,7881.6
Croatia,HRV,2003-10-01,3877.7,2739.4,1374.1,7984.4
Croatia,HRV,2004-01-01,4143.3,2636,1349.9,8145.4
Croatia,HRV,2004-04-01,3971.6,2999.8,1332.3,8317.4
Croatia,HRV,2004-07-01,4008.9,3086.3,1349.6,8466.4
Croatia,HRV,2004-10-01,4073.8,3133.7,1453.6,8664.3
Croatia,HRV,2005-01-01,4150.5,3138.6,1316.2,8588.5
Croatia,HRV,2005-04-01,4240.3,3293.3,1442.7,8980
Croatia,HRV,2005-07-01,4360.6,3290.2,1537,9174.7
Croatia,HRV,2005-10-01,4450.6,3380.3,1520.7,9374.7
Croatia,HRV,2006-01-01,4493.3,3511.4,1540.3,9530.9
Croatia,HRV,2006-04-01,4549.5,3633.2,1583,9755.3
Croatia,HRV,2006-07-01,4640.7,3689.7,1636.3,9966.4
Croatia,HRV,2006-10-01,4780,3686.8,1679.1,10183.6
Croatia,HRV,2007-01-01,4925.8,3914,1687.6,10513.6
Croatia,HRV,2007-04-01,4989.5,4006.4,1743.6,10727.3
Croatia,HRV,2007-07-01,5109.3,4056,1736,10895.1
Croatia,HRV,2007-10-01,5267.7,3991.9,1762,11053.3
Croatia,HRV,2008-01-01,5447,4124.9,1900.3,11481.1
Croatia,HRV,2008-04-01,5488.2,4242.7,1929.5,11664
Croatia,HRV,2008-07-01,5580.1,4311.2,1917.4,11773.8
Croatia,HRV,2008-10-01,5324.6,4491.6,1719.3,11535.6
Croatia,HRV,2009-01-01,5429.1,4028.1,1616.1,11101
Croatia,HRV,2009-04-01,5492.5,4102,1603.3,11225.1
Croatia,HRV,2009-07-01,5415.6,4021.9,1694.5,11078
Croatia,HRV,2009-10-01,5343.5,4052,1815,11218
Croatia,HRV,2010-01-01,5268.9,4064.1,1756.5,11103.1
Croatia,HRV,2010-04-01,5268.7,3983.1,1741.8,11025.4
Croatia,HRV,2010-07-01,5261.1,4162.3,1792.8,11192.7
Croatia,HRV,2010-10-01,5260.4,4232.1,1639.7,11114
Croatia,HRV,2011-01-01,5227.5,4221.9,1694.5,11163.9
Croatia,HRV,2011-04-01,5257.6,4341.3,1738.4,11341.4
Croatia,HRV,2011-07-01,5261.3,4331.6,1751.6,11347.9
Croatia,HRV,2011-10-01,5244.9,4352.5,1724.1,11291.7
Croatia,HRV,2012-01-01,5234.6,4033.6,1829.6,11157.2
Croatia,HRV,2012-04-01,5195.6,4134.2,1824.1,11155.6
Croatia,HRV,2012-07-01,5174.1,4236.1,1823.5,11235.1
Croatia,HRV,2012-10-01,5177.5,4222.2,1859.2,11232.6
Croatia,HRV,2013-01-01,5149.7,4186.9,1968.4,11338.5
Croatia,HRV,2013-04-01,5124.9,4231.9,1982.3,11327.8
Croatia,HRV,2013-07-01,5108.6,4198.7,1903.1,11213
Croatia,HRV,2013-10-01,5097.7,4174.6,1940,11201.9
Croatia,HRV,2014-01-01,5129.2,4212.5,1786.2,11155.3
Croatia,HRV,2014-04-01,5120.3,4160.8,1950.1,11227.7
Croatia,HRV,2014-07-01,5144.6,4080.6,2000.8,11206.3
Croatia,HRV,2014-10-01,5196.2,4036.7,2040.5,11275.7
Croatia,HRV,2015-01-01,5189.5,4195.2,2013.3,11407.8
Croatia,HRV,2015-04-01,5239.3,4215.7,2003.8,11458.6
Croatia,HRV,2015-07-01,5254,4214.1,2096.6,11549.2
Croatia,HRV,2015-10-01,5296.5,4252.3,1971.6,11529.1
Croatia,HRV,2016-01-01,5377.4,4094.1,2350.4,11836
Croatia,HRV,2016-04-01,5344,4355.8,2085.7,11780.9
Croatia,HRV,2016-07-01,5383.9,4465.8,2053.1,11902.9
Croatia,HRV,2016-10-01,5445.7,4514.7,2072.9,12039.9
Croatia,HRV,2017-01-01,5544.1,4424.6,2127.9,12127.6
Croatia,HRV,2017-04-01,5608.9,4531.2,2241.1,12373.1
Croatia,HRV,2017-07-01,5667.9,4623.2,2266.2,12552
Croatia,HRV,2017-10-01,5720.5,4624.6,2278.7,12626.8
Croatia,HRV,2018-01-01,5903.5,4374.2,2365.3,12711.8
Croatia,HRV,2018-04-01,6024.6,4593.9,2440.5,13064.5
Croatia,HRV,2018-07-01,6077.5,4706.3,2428.5,13181.2
Croatia,HRV,2018-10-01,6098.6,4701.9,2417.4,13206.5
Croatia,HRV,2019-01-01,6146.4,4757.9,2526.7,13493
Croatia,HRV,2019-04-01,6238.7,4855.6,2572.4,13648.5
