reference_area,ref_area,Adjustment,time,cpi
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1984-10-01,33.67944
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1985-01-01,34.75904
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1985-04-01,35.4015
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1985-07-01,35.76554
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1985-10-01,36.46623
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1986-01-01,37.86888
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1986-04-01,38.29041
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1986-07-01,39.15344
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1986-10-01,39.60291
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1987-01-01,40.18062
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1987-04-01,40.45433
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1987-07-01,40.96746
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1987-10-01,41.44323
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1988-01-01,41.95093
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1988-04-01,42.09749
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1988-07-01,43.1711
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1988-10-01,43.71308
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1989-01-01,44.56214
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1989-04-01,45.00635
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1989-07-01,46.15705
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1989-10-01,46.81584
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1990-01-01,47.6785
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1990-04-01,48.05088
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1990-07-01,49.10981
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1990-10-01,49.97229
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1991-01-01,50.62745
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1991-04-01,50.96845
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1991-07-01,52.01849
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1991-10-01,52.75763
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1992-01-01,53.94388
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1992-04-01,54.22593
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1992-07-01,54.92444
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1992-10-01,55.50433
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1993-01-01,56.22624
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1993-04-01,56.76205
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1993-07-01,57.44768
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1993-10-01,58.15055
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1994-01-01,59.03588
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1994-04-01,59.50803
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1994-07-01,60.14341
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1994-10-01,60.68485
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1995-01-01,61.85061
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1995-04-01,62.55746
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1995-07-01,62.81539
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1995-10-01,63.33651
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1996-01-01,64.1092
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1996-04-01,64.81461
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1996-07-01,65.1148
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1996-10-01,65.43839
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1997-01-01,65.74039
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1997-04-01,65.83435
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1997-07-01,66.28908
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1997-10-01,66.72767
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1998-01-01,66.95367
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1998-04-01,67.161
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1998-07-01,67.60448
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1998-10-01,67.72582
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1999-01-01,68.20649
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1999-04-01,68.67664
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1999-07-01,69.22369
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,1999-10-01,69.56325
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2000-01-01,70.19773
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2000-04-01,70.8587
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2000-07-01,71.73405
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2000-10-01,72.34477
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2001-01-01,72.85828
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2001-04-01,73.79041
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2001-07-01,74.34708
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2001-10-01,74.37537
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2002-01-01,74.68203
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2002-04-01,76.3178
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2002-07-01,76.12118
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2002-10-01,77.30519
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2003-01-01,77.48504
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2003-04-01,78.4999
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2003-07-01,78.33504
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2003-10-01,79.3574
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2004-01-01,79.18433
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2004-04-01,81.0135
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2004-07-01,80.9268
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2004-10-01,82.08618
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2005-01-01,81.76538
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2005-04-01,83.62239
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2005-07-01,83.70803
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2005-10-01,85.00338
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2006-01-01,85.04977
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2006-04-01,86.92141
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2006-07-01,86.66556
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2006-10-01,87.20795
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2007-01-01,87.11018
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2007-04-01,88.99646
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2007-07-01,88.71562
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2007-10-01,90.66042
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2008-01-01,90.92734
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2008-04-01,93.09088
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2008-07-01,93.06697
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2008-10-01,92.88463
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2009-01-01,91.35234
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2009-04-01,92.46248
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2009-07-01,92.07245
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2009-10-01,93.01773
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2010-01-01,92.35043
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2010-04-01,93.93232
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2010-07-01,93.8713
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2010-10-01,95.39074
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2011-01-01,95.5688
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2011-04-01,97.21314
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2011-07-01,96.74853
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2011-10-01,98.01711
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2012-01-01,97.43903
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2012-04-01,99.12475
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2012-07-01,99.41737
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2012-10-01,101.0464
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2013-01-01,99.99295
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2013-04-01,100.833
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2013-07-01,100.6181
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2013-10-01,101.1759
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2014-01-01,100.0044
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2014-04-01,101.0542
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2014-07-01,100.2866
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2014-10-01,100.6663
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2015-01-01,98.98558
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2015-04-01,100.7976
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2015-07-01,99.87412
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2015-10-01,100.3427
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2016-01-01,98.33434
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2016-04-01,99.84486
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2016-07-01,99.69035
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2016-10-01,101.3201
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2017-01-01,101.0321
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2017-04-01,101.8393
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2017-07-01,101.339
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2017-10-01,102.7878
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2018-01-01,101.9956
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2018-04-01,103.6741
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2018-07-01,103.6003
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2018-10-01,104.5452
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2019-01-01,103.1542
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2019-04-01,104.6255
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2019-07-01,103.9239
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2019-10-01,105.0062
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2020-01-01,103.7755
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2020-04-01,103.9368
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2020-07-01,103.4012
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2020-10-01,104.2515
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2021-01-01,104.3911
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2021-04-01,106.5974
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2021-07-01,106.9139
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2021-10-01,110.3104
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2022-01-01,112.597
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2022-04-01,116.2968
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2022-07-01,117.6688
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2022-10-01,117.5796
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2023-01-01,118.2873
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2023-04-01,119.8445
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2023-07-01,120.9846
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2023-10-01,121.4211
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2024-01-01,121.9995
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2024-04-01,123.9889
Spain,ESP,Neither seasonally adjusted nor calendar adjusted,2024-07-01,123.6021
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,1998-01-01,54.62034
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,1998-04-01,55.49194
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,1998-07-01,55.86793
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,1998-10-01,55.93629
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,1999-01-01,56.80789
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,1999-04-01,57.3035
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,1999-07-01,57.33768
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,1999-10-01,57.78203
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2000-01-01,58.60236
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2000-04-01,59.0638
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2000-07-01,59.88413
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2000-10-01,60.89245
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2001-01-01,62.05458
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2001-04-01,63.02873
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2001-07-01,63.50726
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2001-10-01,63.55853
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2002-01-01,64.73775
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2002-04-01,65.66062
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2002-07-01,65.28464
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2002-10-01,65.47263
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2003-01-01,66.31005
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2003-04-01,66.15624
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2003-07-01,66.03661
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2003-10-01,66.13914
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2004-01-01,66.60059
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2004-04-01,68.25834
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2004-07-01,68.6685
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2004-10-01,69.18121
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2005-01-01,69.64265
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2005-04-01,70.65096
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2005-07-01,71.60802
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2005-10-01,71.93273
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2006-01-01,72.70179
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2006-04-01,73.77847
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2006-07-01,74.7868
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2006-10-01,75.16278
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2007-01-01,76.47873
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2007-04-01,77.96558
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2007-07-01,79.58915
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2007-10-01,81.96469
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2008-01-01,84.95548
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2008-04-01,86.85249
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2008-07-01,88.21971
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2008-10-01,88.71533
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2009-01-01,87.62155
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2009-04-01,86.57905
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2009-07-01,87.29684
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2009-10-01,86.97212
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2010-01-01,87.86082
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2010-04-01,89.29639
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2010-07-01,90.13382
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2010-10-01,91.53522
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2011-01-01,92.57772
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2011-04-01,93.97912
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2011-07-01,94.86781
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2011-10-01,95.27797
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2012-01-01,96.6281
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2012-04-01,97.65351
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2012-07-01,98.40548
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2012-10-01,98.83274
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2013-01-01,100.0291
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2013-04-01,100.9519
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2013-07-01,101.1399
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2013-10-01,100.2854
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2014-01-01,100.6443
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2014-04-01,100.9348
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2014-07-01,100.5759
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2014-10-01,99.82397
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2015-01-01,99.73852
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2015-04-01,100.8836
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2015-07-01,100.0974
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2015-10-01,99.2805
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2016-01-01,99.31126
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2016-04-01,100.1829
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2016-07-01,100.5418
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2016-10-01,100.5589
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2017-01-01,102.285
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2017-04-01,103.3275
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2017-07-01,104.2845
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2017-10-01,104.3871
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2018-01-01,105.4637
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2018-04-01,106.7626
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2018-07-01,108.0102
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2018-10-01,108.2836
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2019-01-01,107.8906
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2019-04-01,109.8559
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2019-07-01,110.3857
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2019-10-01,110.1465
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2020-01-01,109.497
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2020-04-01,108.5913
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2020-07-01,109.3432
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2020-10-01,108.8989
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2021-01-01,110.2148
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2021-04-01,111.9409
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2021-07-01,115.4102
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2021-10-01,119.0676
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2022-01-01,124.3655
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2022-04-01,134.6026
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2022-07-01,142.8404
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2022-10-01,143.404
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2023-01-01,145.6599
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2023-04-01,149.7958
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2023-07-01,150.0863
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2023-10-01,149.6078
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2024-01-01,151.8637
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2024-04-01,153.8974
Estonia,EST,Neither seasonally adjusted nor calendar adjusted,2024-07-01,154.9228
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2000-01-01,72.10667
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2000-04-01,72.80334
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2000-07-01,73.44666
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2000-10-01,74.16
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2001-01-01,74.63667
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2001-04-01,75.84666
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2001-07-01,76.00333
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2001-10-01,76.43333
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2002-01-01,77.10667
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2002-04-01,77.88
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2002-07-01,77.89667
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2002-10-01,78.36667
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2003-01-01,79.00333
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2003-04-01,79.54
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2003-07-01,79.63667
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2003-10-01,80.16666
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2004-01-01,80.59333
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2004-04-01,81.61
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2004-07-01,81.74
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2004-10-01,82.26
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2005-01-01,82.40334
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2005-04-01,83.4
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2005-07-01,83.71667
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2005-10-01,84.28
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2006-01-01,84.41333
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2006-04-01,85.54333
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2006-07-01,85.65
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2006-10-01,85.9
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2007-01-01,86.16
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2007-04-01,87.33667
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2007-07-01,87.48
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2007-10-01,88.66
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2008-01-01,89.43
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2008-04-01,90.88667
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2008-07-01,91.19334
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2008-10-01,91.05666
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2009-01-01,90.71
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2009-04-01,91.53667
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2009-07-01,91.35
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2009-10-01,91.79667
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2010-01-01,91.99333
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2010-04-01,93.14667
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2010-07-01,93.11333
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2010-10-01,93.88333
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2011-01-01,94.46
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2011-04-01,95.90334
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2011-07-01,95.7
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2011-10-01,96.69
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2012-01-01,97.09333
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2012-04-01,98.37
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2012-07-01,98.27666
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2012-10-01,99.03
European Union (27 countries from 01/02/2020),EU27_2020,Neither seasonally adjusted nor calendar adjusted,2013-01-01,98.90667
