reference_area,ref_area,time,series,value
Austria,AUT,2022-04-01,real_labor_comp_cpi,100.84067489813873
Austria,AUT,2022-04-01,real_surplus_def,106.14318018114868
Austria,AUT,2022-04-01,real_surplus_cpi,103.13142182111727
Austria,AUT,2022-04-01,real_taxes_def,97.67532313507704
Austria,AUT,2022-04-01,real_taxes_cpi,94.90383588060827
Austria,AUT,2022-07-01,real_labor_comp_def,102.74423872214831
Austria,AUT,2022-07-01,real_labor_comp_cpi,99.92688801119523
Austria,AUT,2022-07-01,real_surplus_def,108.12291889098063
Austria,AUT,2022-07-01,real_surplus_cpi,105.15807934185895
Austria,AUT,2022-07-01,real_taxes_def,94.95759135284897
Austria,AUT,2022-07-01,real_taxes_cpi,92.35375837072117
Austria,AUT,2022-10-01,real_labor_comp_def,103.89336365552589
Austria,AUT,2022-10-01,real_labor_comp_cpi,99.5336697708366
Austria,AUT,2022-10-01,real_surplus_def,106.75296192480769
Austria,AUT,2022-10-01,real_surplus_cpi,102.27327025923425
Austria,AUT,2022-10-01,real_taxes_def,94.63099821930744
Austria,AUT,2022-10-01,real_taxes_cpi,90.65998246120117
Austria,AUT,2023-01-01,real_labor_comp_def,103.0876569390537
Austria,AUT,2023-01-01,real_labor_comp_cpi,99.72664516718697
Austria,AUT,2023-01-01,real_surplus_def,106.01305999471138
Austria,AUT,2023-01-01,real_surplus_cpi,102.55667003306455
Austria,AUT,2023-01-01,real_taxes_def,94.78872736806998
Austria,AUT,2023-01-01,real_taxes_cpi,91.6982892110295
Austria,AUT,2023-04-01,real_labor_comp_def,104.62356142147597
Austria,AUT,2023-04-01,real_labor_comp_cpi,100.34679392179655
Austria,AUT,2023-04-01,real_surplus_def,103.67800048087365
Austria,AUT,2023-04-01,real_surplus_cpi,99.43988531002718
Austria,AUT,2023-04-01,real_taxes_def,92.76400166886144
Austria,AUT,2023-04-01,real_taxes_cpi,88.97202534835208
Austria,AUT,2023-07-01,real_labor_comp_def,105.68214701225914
Austria,AUT,2023-07-01,real_labor_comp_cpi,101.35967795666585
Austria,AUT,2023-07-01,real_surplus_def,100.06388679967257
Austria,AUT,2023-07-01,real_surplus_cpi,95.97120826785019
Austria,AUT,2023-07-01,real_taxes_def,93.50666390159844
Austria,AUT,2023-07-01,real_taxes_cpi,89.68218008259035
Austria,AUT,2023-10-01,real_labor_comp_def,105.93140907154957
Austria,AUT,2023-10-01,real_labor_comp_cpi,101.16527125266981
Austria,AUT,2023-10-01,real_surplus_def,98.14871074931602
Austria,AUT,2023-10-01,real_surplus_cpi,93.73273737299058
Austria,AUT,2023-10-01,real_taxes_def,94.19457628586045
Austria,AUT,2023-10-01,real_taxes_cpi,89.95651000972738
Austria,AUT,2024-01-01,real_labor_comp_def,109.60871600408046
Austria,AUT,2024-01-01,real_labor_comp_cpi,104.21835783737181
Austria,AUT,2024-01-01,real_surplus_def,93.59655371553204
Austria,AUT,2024-01-01,real_surplus_cpi,88.99364469434143
Austria,AUT,2024-01-01,real_taxes_def,95.9663878881456
Austria,AUT,2024-01-01,real_taxes_cpi,91.24693471379095
Austria,AUT,2024-04-01,real_labor_comp_def,110.79255805145509
Austria,AUT,2024-04-01,real_labor_comp_cpi,105.56039242729899
Austria,AUT,2024-04-01,real_surplus_def,92.17878433517929
Austria,AUT,2024-04-01,real_surplus_cpi,87.82565200249111
Austria,AUT,2024-04-01,real_taxes_def,95.5063329595298
Austria,AUT,2024-04-01,real_taxes_cpi,90.99605753139157
Austria,AUT,2024-07-01,real_labor_comp_def,111.18722124862532
Austria,AUT,2024-07-01,real_labor_comp_cpi,106.85080299086395
Austria,AUT,2024-07-01,real_surplus_def,92.32774830306496
Austria,AUT,2024-07-01,real_surplus_cpi,88.7268692726939
Austria,AUT,2024-07-01,real_taxes_def,95.65771666971264
Austria,AUT,2024-07-01,real_taxes_cpi,91.92696538009506
Belgium,BEL,2019-01-01,real_labor_comp_def,100
Belgium,BEL,2019-01-01,real_labor_comp_cpi,100
Belgium,BEL,2019-01-01,real_surplus_def,100
Belgium,BEL,2019-01-01,real_surplus_cpi,100
Belgium,BEL,2019-01-01,real_taxes_def,100
Belgium,BEL,2019-01-01,real_taxes_cpi,100
Belgium,BEL,2019-04-01,real_labor_comp_def,100.31728623395895
Belgium,BEL,2019-04-01,real_labor_comp_cpi,100.58599243142747
Belgium,BEL,2019-04-01,real_surplus_def,101.08491277104035
Belgium,BEL,2019-04-01,real_surplus_cpi,101.35567510475019
Belgium,BEL,2019-04-01,real_taxes_def,99.93331678193636
Belgium,BEL,2019-04-01,real_taxes_cpi,100.20099449293689
Belgium,BEL,2019-07-01,real_labor_comp_def,100.27886144953717
Belgium,BEL,2019-07-01,real_labor_comp_cpi,101.34721967704559
Belgium,BEL,2019-07-01,real_surplus_def,102.67191641906037
Belgium,BEL,2019-07-01,real_surplus_cpi,103.76576994965276
Belgium,BEL,2019-07-01,real_taxes_def,101.6184963256115
Belgium,BEL,2019-07-01,real_taxes_cpi,102.70112685259585
Belgium,BEL,2019-10-01,real_labor_comp_def,100.25068424759247
Belgium,BEL,2019-10-01,real_labor_comp_cpi,101.75456779521868
Belgium,BEL,2019-10-01,real_surplus_def,103.85361425042609
Belgium,BEL,2019-10-01,real_surplus_cpi,105.41154617882076
Belgium,BEL,2019-10-01,real_taxes_def,102.5349098817996
Belgium,BEL,2019-10-01,real_taxes_cpi,104.07305962297986
Belgium,BEL,2020-01-01,real_labor_comp_def,98.04758980680072
Belgium,BEL,2020-01-01,real_labor_comp_cpi,99.18940922689401
Belgium,BEL,2020-01-01,real_surplus_def,104.34269698445142
Belgium,BEL,2020-01-01,real_surplus_cpi,105.55782647408518
Belgium,BEL,2020-01-01,real_taxes_def,84.51527360723946
Belgium,BEL,2020-01-01,real_taxes_cpi,85.49950158152623
Belgium,BEL,2020-04-01,real_labor_comp_def,92.73333702293952
Belgium,BEL,2020-04-01,real_labor_comp_cpi,93.50723590616141
Belgium,BEL,2020-04-01,real_surplus_def,89.1432854206504
Belgium,BEL,2020-04-01,real_surplus_cpi,89.8872238062248
Belgium,BEL,2020-04-01,real_taxes_def,64.09226414142161
Belgium,BEL,2020-04-01,real_taxes_cpi,64.62714116876226
Belgium,BEL,2020-07-01,real_labor_comp_def,98.64523434428678
Belgium,BEL,2020-07-01,real_labor_comp_cpi,100.18528387582035
Belgium,BEL,2020-07-01,real_surplus_def,101.8119451496635
Belgium,BEL,2020-07-01,real_surplus_cpi,103.40143337455858
Belgium,BEL,2020-07-01,real_taxes_def,85.23009840621617
Belgium,BEL,2020-07-01,real_taxes_cpi,86.56071081740416
Belgium,BEL,2020-10-01,real_labor_comp_def,98.24483801167443
Belgium,BEL,2020-10-01,real_labor_comp_cpi,100.83852534426592
Belgium,BEL,2020-10-01,real_surplus_def,101.38239863516966
Belgium,BEL,2020-10-01,real_surplus_cpi,104.05891832220438
Belgium,BEL,2020-10-01,real_taxes_def,84.44546039116625
Belgium,BEL,2020-10-01,real_taxes_cpi,86.67484083846666
Belgium,BEL,2021-01-01,real_labor_comp_def,98.34294918006144
Belgium,BEL,2021-01-01,real_labor_comp_cpi,100.7071964087076
Belgium,BEL,2021-01-01,real_surplus_def,103.96762615376932
Belgium,BEL,2021-01-01,real_surplus_cpi,106.46709534858583
Belgium,BEL,2021-01-01,real_taxes_def,89.0072822153543
Belgium,BEL,2021-01-01,real_taxes_cpi,91.14709215660064
Belgium,BEL,2021-04-01,real_labor_comp_def,100.37576035906469
Belgium,BEL,2021-04-01,real_labor_comp_cpi,102.54450354872037
Belgium,BEL,2021-04-01,real_surplus_def,104.20592268093958
Belgium,BEL,2021-04-01,real_surplus_cpi,106.45742129303119
Belgium,BEL,2021-04-01,real_taxes_def,93.43747556800892
Belgium,BEL,2021-04-01,real_taxes_cpi,95.45630848216915
Belgium,BEL,2021-07-01,real_labor_comp_def,101.30105163006857
Belgium,BEL,2021-07-01,real_labor_comp_cpi,102.9840042891417
Belgium,BEL,2021-07-01,real_surplus_def,106.63868806741755
Belgium,BEL,2021-07-01,real_surplus_cpi,108.4103168980689
Belgium,BEL,2021-07-01,real_taxes_def,98.80308306244352
Belgium,BEL,2021-07-01,real_taxes_cpi,100.44453602555579
Belgium,BEL,2021-10-01,real_labor_comp_def,101.46233632233978
Belgium,BEL,2021-10-01,real_labor_comp_cpi,102.68228222596566
Belgium,BEL,2021-10-01,real_surplus_def,108.84870181287398
Belgium,BEL,2021-10-01,real_surplus_cpi,110.1574586649708
Belgium,BEL,2021-10-01,real_taxes_def,98.55707521121035
Belgium,BEL,2021-10-01,real_taxes_cpi,99.74208932122737
Belgium,BEL,2022-01-01,real_labor_comp_def,102.0309244367163
Belgium,BEL,2022-01-01,real_labor_comp_cpi,101.96821137017216
Belgium,BEL,2022-01-01,real_surplus_def,110.34323831612336
Belgium,BEL,2022-01-01,real_surplus_cpi,110.27541610550027
Belgium,BEL,2022-01-01,real_taxes_def,96.94029985061273
Belgium,BEL,2022-01-01,real_taxes_cpi,96.88071572443819
Belgium,BEL,2022-04-01,real_labor_comp_def,102.78850862731734
Belgium,BEL,2022-04-01,real_labor_comp_cpi,102.93904852243423
Belgium,BEL,2022-04-01,real_surplus_def,112.9912686725975
Belgium,BEL,2022-04-01,real_surplus_cpi,113.15675111769039
Belgium,BEL,2022-04-01,real_taxes_def,96.03580632080619
Belgium,BEL,2022-04-01,real_taxes_cpi,96.17645648106311
Belgium,BEL,2022-07-01,real_labor_comp_def,103.2927943454786
Belgium,BEL,2022-07-01,real_labor_comp_cpi,102.60993386000688
Belgium,BEL,2022-07-01,real_surplus_def,114.79810384028481
Belgium,BEL,2022-07-01,real_surplus_cpi,114.03918266464676
Belgium,BEL,2022-07-01,real_taxes_def,94.2581844855491
Belgium,BEL,2022-07-01,real_taxes_cpi,93.63505109056892
Belgium,BEL,2022-10-01,real_labor_comp_def,103.55263578098418
Belgium,BEL,2022-10-01,real_labor_comp_cpi,101.31734086407312
Belgium,BEL,2022-10-01,real_surplus_def,114.86120149312038
Belgium,BEL,2022-10-01,real_surplus_cpi,112.3817990335741
Belgium,BEL,2022-10-01,real_taxes_def,95.47566384148848
Belgium,BEL,2022-10-01,real_taxes_cpi,93.41471904308692
Belgium,BEL,2023-01-01,real_labor_comp_def,105.7082703376493
Belgium,BEL,2023-01-01,real_labor_comp_cpi,105.61155373759132
Belgium,BEL,2023-01-01,real_surplus_def,111.55938826324333
Belgium,BEL,2023-01-01,real_surplus_cpi,111.45731824825864
Belgium,BEL,2023-01-01,real_taxes_def,100.18651394341185
Belgium,BEL,2023-01-01,real_taxes_cpi,100.09484941262994
Belgium,BEL,2023-04-01,real_labor_comp_def,106.78352307335805
Belgium,BEL,2023-04-01,real_labor_comp_cpi,106.97266613196452
Belgium,BEL,2023-04-01,real_surplus_def,111.33097540721705
Belgium,BEL,2023-04-01,real_surplus_cpi,111.52817325759794
Belgium,BEL,2023-04-01,real_taxes_def,97.13760271491864
Belgium,BEL,2023-04-01,real_taxes_cpi,97.30966018927803
Belgium,BEL,2023-07-01,real_labor_comp_def,107.29729733218407
Belgium,BEL,2023-07-01,real_labor_comp_cpi,106.9036239408333
Belgium,BEL,2023-07-01,real_surplus_def,110.40891510342708
Belgium,BEL,2023-07-01,real_surplus_cpi,110.00382519785788
Belgium,BEL,2023-07-01,real_taxes_def,98.8361358645508
Belgium,BEL,2023-07-01,real_taxes_cpi,98.47350644366854
Belgium,BEL,2023-10-01,real_labor_comp_def,108.49053875550017
Belgium,BEL,2023-10-01,real_labor_comp_cpi,107.7083966837358
Belgium,BEL,2023-10-01,real_surplus_def,110.44391219884602
Belgium,BEL,2023-10-01,real_surplus_cpi,109.64768764975751
Belgium,BEL,2023-10-01,real_taxes_def,95.74165877002426
Belgium,BEL,2023-10-01,real_taxes_cpi,95.0514273433622
Belgium,BEL,2024-01-01,real_labor_comp_def,107.64135298440569
Belgium,BEL,2024-01-01,real_labor_comp_cpi,106.08725878563305
Belgium,BEL,2024-01-01,real_surplus_def,111.87453141910868
Belgium,BEL,2024-01-01,real_surplus_cpi,110.2593198350065
Belgium,BEL,2024-01-01,real_taxes_def,97.53818463441748
Belgium,BEL,2024-01-01,real_taxes_cpi,96.12995700910027
Belgium,BEL,2024-04-01,real_labor_comp_def,108.66181468824232
Belgium,BEL,2024-04-01,real_labor_comp_cpi,107.35642416488508
Belgium,BEL,2024-04-01,real_surplus_def,111.52839970413626
Belgium,BEL,2024-04-01,real_surplus_cpi,110.18857194148863
Belgium,BEL,2024-04-01,real_taxes_def,96.89183208399602
Belgium,BEL,2024-04-01,real_taxes_cpi,95.72783827664011
Canada,CAN,2019-01-01,real_labor_comp_def,100
Canada,CAN,2019-01-01,real_labor_comp_cpi,100
Canada,CAN,2019-01-01,real_surplus_def,100
Canada,CAN,2019-01-01,real_surplus_cpi,100
Canada,CAN,2019-01-01,real_taxes_def,100
Canada,CAN,2019-01-01,real_taxes_cpi,100
Canada,CAN,2019-04-01,real_labor_comp_def,100.54990587725597
Canada,CAN,2019-04-01,real_labor_comp_cpi,100.0408155833062
Canada,CAN,2019-04-01,real_surplus_def,102.0255298970913
Canada,CAN,2019-04-01,real_surplus_cpi,101.50896842890755
Canada,CAN,2019-04-01,real_taxes_def,100.38943624667556
Canada,CAN,2019-04-01,real_taxes_cpi,99.88115842023323
Canada,CAN,2019-07-01,real_labor_comp_def,101.91034921800848
Canada,CAN,2019-07-01,real_labor_comp_cpi,101.26750406238305
Canada,CAN,2019-07-01,real_surplus_def,101.19082477781866
Canada,CAN,2019-07-01,real_surplus_cpi,100.55251834474967
Canada,CAN,2019-07-01,real_taxes_def,99.59724677874512
Canada,CAN,2019-07-01,real_taxes_cpi,98.96899255239194
Canada,CAN,2019-10-01,real_labor_comp_def,102.42567669886616
Canada,CAN,2019-10-01,real_labor_comp_cpi,102.8511204645318
Canada,CAN,2019-10-01,real_surplus_def,102.00286541331565
Canada,CAN,2019-10-01,real_surplus_cpi,102.42655295504126
Canada,CAN,2019-10-01,real_taxes_def,97.08704937419282
Canada,CAN,2019-10-01,real_taxes_cpi,97.49031817567277
Canada,CAN,2020-01-01,real_labor_comp_def,101.86660363139268
